Rule,Head Coverage,Std Confidence,PCA Confidence,Positive Examples,Body size,PCA Body size,Functional variable
?a  <hasStage>  ?d  ?d  <subClassOf>  <IV>   => ?a  <hasNoBio>  <NoBRAF>,0.033987915,0.220588235,0.326086957,45,204,138,?a
?a  <hasToxicity>  <Analytcal_hepatica>  ?a  <hasToxicity>  <General>   => ?a  <hasNoBio>  <NoROS1>,0.011329305,0.1875,0.483870968,15,80,31,?a
?a  <hasToxicity>  <Analytcal_hepatica>  ?a  <hasToxicity>  <Pneumological>   => ?a  <hasNoBio>  <NoROS1>,0.015861027,0.230769231,0.552631579,21,91,38,?a
?a  <hasBio>  <PDL1>  ?a  <hasOncologicalTreatment>  <Immunotherapy>   => ?a  <hasNoBio>  <NoBRAF>,0.016616314,0.301369863,0.360655738,22,73,61,?a
?a  <hasSmokingHabit>  <FormerSmoker>  ?a  <hasToxicity>  <Analytcal_hepatica>   => ?a  <hasNoBio>  <NoROS1>,0.019637462,0.222222222,0.553191489,26,117,47,?a
?a  <hasToxicity>  <Analyticals>  ?a  <hasToxicity>  <Renal>   => ?a  <hasNoBio>  <NoROS1>,0.018126888,0.198347107,0.510638298,24,121,47,?a
?a  <hasNoBio>  <NoRET>  ?a  <hasToxicity>  <Analyticals>   => ?a  <hasNoBio>  <NoROS1>,0.027190332,1,1,36,36,36,?a
?a  <hasToxicity>  <Analyticals>  ?a  <histologyLabel_ENG>  <squamous_cell_carcinoma>   => ?a  <hasNoBio>  <NoROS1>,0.014350453,0.108571429,0.527777778,19,175,36,?a
?a  <hasToxicity>  <Cutaneas>  ?a  <hasToxicity>  <Endocrinas>   => ?a  <hasNoBio>  <NoROS1>,0.018882175,0.245098039,0.480769231,25,102,52,?a
?a  <hasOncologicalSurgery>  <Lobectomy>  ?a  <hasToxicity>  <Analyticals>   => ?a  <hasNoBio>  <NoROS1>,0.03776435,0.197628458,0.574712644,50,253,87,?a
?a  <hasToxicity>  <General>  ?a  <hasToxicity>  <Pneumological>   => ?a  <hasNoBio>  <NoROS1>,0.013595166,0.165137615,0.461538462,18,109,39,?a
?a  <hasGender>  <Female>  ?a  <hasToxicity>  <NoToxicity>   => ?a  <hasNoBio>  <NoROS1>,0.024169184,0.385542169,0.780487805,32,83,41,?a
?a  <hasToxicity>  <Cutaneas>  ?a  <hasToxicity>  <Renal>   => ?a  <hasNoBio>  <NoROS1>,0.010574018,0.181818182,0.482758621,14,77,29,?a
?a  <hasOncologicalTreatment>  <Surgery>  ?a  <hasToxicity>  <Renal>   => ?a  <hasNoBio>  <NoROS1>,0.012084592,0.290909091,0.761904762,16,55,21,?a
?a  <hasSmokingHabit>  <FormerSmoker>  ?a  <hasToxicity>  <NoToxicity>   => ?a  <hasNoBio>  <NoROS1>,0.035498489,0.319727891,0.770491803,47,147,61,?a
?a  <hasToxicity>  <NoToxicity>  ?a  <histologyLabel_ENG>  <adenocarcinoma>   => ?a  <hasNoBio>  <NoROS1>,0.059667674,0.484662577,0.81443299,79,163,97,?a
?a  <hasStage>  <IIIA>  ?a  <hasToxicity>  <NoToxicity>   => ?a  <hasNoBio>  <NoROS1>,0.010574018,0.358974359,0.823529412,14,39,17,?a
?a  <hasOncologicalSurgery>  <Lobectomy>  ?a  <hasToxicity>  <Renal>   => ?a  <hasNoBio>  <NoROS1>,0.011329305,0.263157895,0.833333333,15,57,18,?a
?a  <hasNoBio>  <NoALK>  ?a  <hasToxicity>  <NoToxicity>   => ?a  <hasNoBio>  <NoROS1>,0.06570997,0.852941176,0.852941176,87,102,102,?a
?a  <hasOncologicalTreatment>  <Chemotherapy>  ?a  <hasToxicity>  <NoToxicity>   => ?a  <hasNoBio>  <NoROS1>,0.059667674,0.398989899,0.766990291,79,198,103,?a
?a  <hasOncologicalTreatment>  <Immunotherapy>  ?a  <hasToxicity>  <NoToxicity>   => ?a  <hasNoBio>  <NoROS1>,0.03021148,0.555555556,0.8,40,72,50,?a
?a  <hasBio>  <PDL1>  ?a  <hasToxicity>  <NoToxicity>   => ?a  <hasNoBio>  <NoROS1>,0.040030211,0.736111111,0.963636364,53,72,55,?a
?a  <hasStage>  <IVB>  ?a  <hasToxicity>  <NoToxicity>   => ?a  <hasNoBio>  <NoROS1>,0.027945619,0.637931034,0.880952381,37,58,42,?a
?a  <hasNoBio>  <NoEGFR>  ?a  <hasToxicity>  <NoToxicity>   => ?a  <hasNoBio>  <NoROS1>,0.061933535,0.811881188,0.811881188,82,101,101,?a
?a  <hasNoBio>  <NoBRAF>  ?a  <hasToxicity>  <NoToxicity>   => ?a  <hasNoBio>  <NoROS1>,0.04305136,0.982758621,0.982758621,57,58,58,?a
?a  <hasNoBio>  <NoRET>  ?a  <hasToxicity>  <Pneumological>   => ?a  <hasNoBio>  <NoROS1>,0.01510574,1,1,20,20,20,?a
?a  <hasOncologicalSurgery>  <Lymph_node_excision>  ?a  <hasToxicity>  <Pneumological>   => ?a  <hasNoBio>  <NoROS1>,0.016616314,0.258823529,0.611111111,22,85,36,?a
?a  <hasSmokingHabit>  <CurrentSmoker>  ?a  <hasToxicity>  <Pneumological>   => ?a  <hasNoBio>  <NoROS1>,0.021148036,0.19047619,0.666666667,28,147,42,?a
?a  <hasGender>  <Male>  ?a  <hasToxicity>  <Neurological>   => ?a  <hasNoBio>  <NoROS1>,0.010574018,0.215384615,0.583333333,14,65,24,?a
?a  <hasOncologicalTreatment>  ?d  ?d  <subClassOf>  <oncologicalTreatment>   => ?a  <hasNoBio>  <NoBRAF>,0.089123867,0.097520661,0.259911894,118,1210,454,?a
?a  <hasOncologicalSurgery>  <Lobectomy>  ?a  <hasToxicity>  <Pneumological>   => ?a  <hasNoBio>  <NoROS1>,0.018882175,0.217391304,0.555555556,25,115,45,?a
?a  <hasGender>  <Female>  ?a  <hasNoBio>  <NoPDL1>   => ?a  <hasNoBio>  <NoROS1>,0.01510574,0.689655172,0.689655172,20,29,29,?a
?a  <hasOncologicalSurgery>  <Lobectomy>  ?a  <hasToxicity>  <Cutaneas>   => ?a  <hasNoBio>  <NoROS1>,0.024924471,0.227586207,0.55,33,145,60,?a
?a  <hasNoBio>  <NoRET>  ?a  <hasToxicity>  <Cutaneas>   => ?a  <hasNoBio>  <NoROS1>,0.012839879,1,1,17,17,17,?a
?a  <hasOncologicalSurgery>  <Lymph_node_excision>  ?a  <hasToxicity>  <Cutaneas>   => ?a  <hasNoBio>  <NoROS1>,0.021148036,0.252252252,0.608695652,28,111,46,?a
?a  <hasGender>  <Female>  ?a  <hasSmokingHabit>  <CurrentSmoker>   => ?a  <hasNoBio>  <NoROS1>,0.025679758,0.241134752,0.62962963,34,141,54,?a
?a  <hasGender>  <Female>  ?a  <hasOncologicalTreatment>  <Immunotherapy>   => ?a  <hasNoBio>  <NoROS1>,0.026435045,0.472972973,0.7,35,74,50,?a
?a  <hasGender>  <Female>  ?a  <hasStage>  <IVB>   => ?a  <hasNoBio>  <NoROS1>,0.018882175,0.543478261,0.862068966,25,46,29,?a
?a  <hasGender>  <Female>  ?a  <histologyLabel_ENG>  <adenocarcinoma>   => ?a  <hasNoBio>  <NoROS1>,0.053625378,0.307359307,0.577235772,71,231,123,?a
?a  <hasBio>  <PDL1>  ?a  <hasGender>  <Female>   => ?a  <hasNoBio>  <NoROS1>,0.032477341,0.767857143,0.914893617,43,56,47,?a
?a  <hasGender>  <Female>  ?a  <hasRace>  <Caucasian>   => ?a  <hasNoBio>  <NoROS1>,0.060422961,0.229226361,0.583941606,80,349,137,?a
?a  <hasBio>  <EGFR>  ?a  <hasGender>  <Female>   => ?a  <hasNoBio>  <NoROS1>,0.010574018,0.269230769,0.7,14,52,20,?a
?a  <hasBio>  <EGFR>  ?a  <hasSmokingHabit>  <NonSmoker>   => ?a  <hasNoBio>  <NoROS1>,0.011329305,0.294117647,0.681818182,15,51,22,?a
?a  <hasSmokingHabit>  <FormerSmoker>  ?a  <hasStage>  <IVA>   => ?a  <hasNoBio>  <NoROS1>,0.017371601,0.511111111,0.766666667,23,45,30,?a
?a  <hasBio>  <PDL1>  ?a  <hasSmokingHabit>  <NonSmoker>   => ?a  <hasNoBio>  <NoROS1>,0.010574018,0.875,1,14,16,14,?a
?a  <hasNoBio>  <NoBRAF>  ?a  <hasSmokingHabit>  <FormerSmoker>   => ?a  <hasNoBio>  <NoROS1>,0.040030211,0.963636364,0.963636364,53,55,55,?a
?a  <hasGender>  <Male>  ?a  <hasStage>  <IIIA>   => ?a  <hasNoBio>  <NoROS1>,0.033987915,0.25862069,0.652173913,45,174,69,?a
?a  <hasGender>  <Male>  ?a  <hasNoBio>  <NoEGFR>   => ?a  <hasNoBio>  <NoROS1>,0.126888218,0.589473684,0.589473684,168,285,285,?a
?a  <hasGender>  <Male>  ?a  <hasStage>  <IVA>   => ?a  <hasNoBio>  <NoROS1>,0.023413897,0.525423729,0.738095238,31,59,42,?a
?a  <hasGender>  <Male>  ?a  <hasOncologicalTreatment>  <Surgery>   => ?a  <hasNoBio>  <NoROS1>,0.049848943,0.180327869,0.611111111,66,366,108,?a
?a  <hasGender>  <Male>  ?a  <hasNoBio>  <NoBRAF>   => ?a  <hasNoBio>  <NoROS1>,0.06570997,0.945652174,0.945652174,87,92,92,?a
?a  <hasGender>  <Male>  ?a  <hasNoBio>  <NoALK>   => ?a  <hasNoBio>  <NoROS1>,0.129909366,0.671875,0.671875,172,256,256,?a
?a  <hasGender>  <Male>  ?a  <hasOncologicalSurgery>  <Pneumonectomy>   => ?a  <hasNoBio>  <NoROS1>,0.010574018,0.254545455,0.608695652,14,55,23,?a
?a  <hasGender>  <Male>  ?a  <hasOncologicalSurgery>  <Lymph_node_excision>   => ?a  <hasNoBio>  <NoROS1>,0.034743202,0.212962963,0.666666667,46,216,69,?a
?a  <hasNoBio>  <NoPDL1>  ?a  <hasSmokingHabit>  <CurrentSmoker>   => ?a  <hasNoBio>  <NoROS1>,0.018126888,0.666666667,0.666666667,24,36,36,?a
?a  <hasGender>  <Male>  ?a  <hasOncologicalSurgery>  <Lobectomy>   => ?a  <hasNoBio>  <NoROS1>,0.040030211,0.165109034,0.602272727,53,321,88,?a
?a  <hasNoBio>  <NoRET>  ?a  <hasSmokingHabit>  <CurrentSmoker>   => ?a  <hasNoBio>  <NoROS1>,0.019637462,1,1,26,26,26,?a
?a  <hasNoBio>  <NoALK>  ?a  <hasSmokingHabit>  <CurrentSmoker>   => ?a  <hasNoBio>  <NoROS1>,0.074773414,0.707142857,0.707142857,99,140,140,?a
?a  <hasOncologicalSurgery>  <Lobectomy>  ?a  <hasSmokingHabit>  <CurrentSmoker>   => ?a  <hasNoBio>  <NoROS1>,0.024169184,0.189349112,0.64,32,169,50,?a
?a  <hasSmokingHabit>  <CurrentSmoker>  ?a  <hasStage>  <IIIA>   => ?a  <hasNoBio>  <NoROS1>,0.019637462,0.257425743,0.702702703,26,101,37,?a
?a  <hasOncologicalTreatment>  <Surgery>  ?a  <hasSmokingHabit>  <CurrentSmoker>   => ?a  <hasNoBio>  <NoROS1>,0.028700906,0.194871795,0.633333333,38,195,60,?a
?a  <hasNoBio>  <NoEGFR>  ?a  <hasSmokingHabit>  <CurrentSmoker>   => ?a  <hasNoBio>  <NoROS1>,0.074018127,0.640522876,0.640522876,98,153,153,?a
?a  <hasBio>  <PDL1>  ?a  <hasSmokingHabit>  <CurrentSmoker>   => ?a  <hasNoBio>  <NoROS1>,0.03021148,0.740740741,0.930232558,40,54,43,?a
?a  <hasNoBio>  <NoALK>  ?a  <histologyLabel_ENG>  <undifferentiated>   => ?a  <hasNoBio>  <NoROS1>,0.012084592,0.727272727,0.727272727,16,22,22,?a
?a  <hasOncologicalTreatment>  <Immunotherapy>  ?a  <hasSmokingHabit>  <CurrentSmoker>   => ?a  <hasNoBio>  <NoROS1>,0.03021148,0.408163265,0.666666667,40,98,60,?a
?a  <hasOncologicalSurgery>  <Lymph_node_excision>  ?a  <hasSmokingHabit>  <CurrentSmoker>   => ?a  <hasNoBio>  <NoROS1>,0.021148036,0.229508197,0.736842105,28,122,38,?a
?a  <hasNoBio>  <NoEGFR>  ?a  <histologyLabel_ENG>  <undifferentiated>   => ?a  <hasNoBio>  <NoROS1>,0.012084592,0.695652174,0.695652174,16,23,23,?a
?a  <hasToxicity>  <Gastrointestinal>  ?a  <histologyLabel_ENG>  <squamous_cell_carcinoma>   => ?a  <hasNoBio>  <NoROS1>,0.011329305,0.154639175,0.6,15,97,25,?a
?a  <hasOncologicalSurgery>  <Lymph_node_excision>  ?a  <hasToxicity>  <Gastrointestinal>   => ?a  <hasNoBio>  <NoROS1>,0.023413897,0.281818182,0.673913043,31,110,46,?a
?a  <hasNoBio>  <NoRET>  ?a  <hasToxicity>  <Gastrointestinal>   => ?a  <hasNoBio>  <NoROS1>,0.015861027,1,1,21,21,21,?a
?a  <hasToxicity>  <Asthensia>  ?a  <histologyLabel_ENG>  <squamous_cell_carcinoma>   => ?a  <hasNoBio>  <NoROS1>,0.018126888,0.142011834,0.489795918,24,169,49,?a
?a  <hasStage>  <IVA>  ?a  <histologyLabel_ENG>  <adenocarcinoma>   => ?a  <hasNoBio>  <NoROS1>,0.024924471,0.673469388,0.825,33,49,40,?a
?a  <hasNoBio>  <NoALK>  ?a  <histologyLabel_ENG>  <squamous_cell_carcinoma>   => ?a  <hasNoBio>  <NoROS1>,0.020392749,0.771428571,0.771428571,27,35,35,?a
?a  <hasOncologicalSurgery>  <Lobectomy>  ?a  <hasToxicity>  <Gastrointestinal>   => ?a  <hasNoBio>  <NoROS1>,0.023413897,0.223021583,0.607843137,31,139,51,?a
?a  <hasNoBio>  <NoPDL1>  ?a  <histologyLabel_ENG>  <adenocarcinoma>   => ?a  <hasNoBio>  <NoROS1>,0.040030211,0.791044776,0.791044776,53,67,67,?a
?a  <hasNoBio>  <NoEGFR>  ?a  <histologyLabel_ENG>  <not_otherwise_specified>   => ?a  <hasNoBio>  <NoROS1>,0.012084592,0.695652174,0.695652174,16,23,23,?a
?a  <hasRace>  <Caucasian>  ?a  <histologyLabel_ENG>  <adenocarcinoma>   => ?a  <hasNoBio>  <NoROS1>,0.143504532,0.334507042,0.56379822,190,568,337,?a
?a  <hasNoBio>  <NoALK>  ?a  <histologyLabel_ENG>  <not_otherwise_specified>   => ?a  <hasNoBio>  <NoROS1>,0.012084592,0.727272727,0.727272727,16,22,22,?a
?a  <hasOncologicalTreatment>  <Surgery>  ?a  <histologyLabel_ENG>  <squamous_cell_carcinoma>   => ?a  <hasNoBio>  <NoROS1>,0.012084592,0.097560976,0.64,16,164,25,?a
?a  <hasNoBio>  <NoEGFR>  ?a  <histologyLabel_ENG>  <squamous_cell_carcinoma>   => ?a  <hasNoBio>  <NoROS1>,0.020392749,0.675,0.675,27,40,40,?a
?a  <hasStage>  <IVB>  ?a  <histologyLabel_ENG>  <adenocarcinoma>   => ?a  <hasNoBio>  <NoROS1>,0.043806647,0.805555556,0.90625,58,72,64,?a
?a  <hasNoBio>  <NoRET>  ?a  <histologyLabel_ENG>  <adenocarcinoma>   => ?a  <hasNoBio>  <NoROS1>,0.018126888,1,1,24,24,24,?a
?a  <hasNoBio>  <NoBRAF>  ?a  <histologyLabel_ENG>  <adenocarcinoma>   => ?a  <hasNoBio>  <NoROS1>,0.055135952,0.960526316,0.960526316,73,76,76,?a
?a  <hasOncologicalTreatment>  <Chemotherapy>  ?a  <hasStage>  <IIIA>   => ?a  <hasNoBio>  <NoROS1>,0.040030211,0.251184834,0.623529412,53,211,85,?a
?a  <hasBio>  <PDL1>  ?a  <histologyLabel_ENG>  <adenocarcinoma>   => ?a  <hasNoBio>  <NoROS1>,0.061933535,0.872340426,0.921348315,82,94,89,?a
?a  <hasRace>  <Caucasian>  ?a  <hasStage>  <IIIA>   => ?a  <hasNoBio>  <NoROS1>,0.041540785,0.24122807,0.617977528,55,228,89,?a
?a  <hasOncologicalTreatment>  <Immunotherapy>  ?a  <histologyLabel_ENG>  <adenocarcinoma>   => ?a  <hasNoBio>  <NoROS1>,0.052870091,0.534351145,0.630630631,70,131,111,?a
?a  <hasNoBio>  <NoALK>  ?a  <hasStage>  <IIIA>   => ?a  <hasNoBio>  <NoROS1>,0.042296073,0.727272727,0.727272727,56,77,77,?a
?a  <hasOncologicalSurgery>  <Lobectomy>  ?a  <hasStage>  <IIIA>   => ?a  <hasNoBio>  <NoROS1>,0.027945619,0.296,0.637931034,37,125,58,?a
?a  <hasOncologicalTreatment>  <Surgery>  ?a  <hasStage>  <IIIA>   => ?a  <hasNoBio>  <NoROS1>,0.036253776,0.326530612,0.648648649,48,147,74,?a
?a  <hasNoBio>  <NoRET>  ?a  <hasStage>  <IIIA>   => ?a  <hasNoBio>  <NoROS1>,0.015861027,1,1,21,21,21,?a
?a  <hasOncologicalSurgery>  <Lymph_node_excision>  ?a  <hasStage>  <IIIA>   => ?a  <hasNoBio>  <NoROS1>,0.023413897,0.373493976,0.720930233,31,83,43,?a
?a  <hasOncologicalSurgery>  <Pneumonectomy>  ?a  <hasStage>  <IIIA>   => ?a  <hasNoBio>  <NoROS1>,0.010574018,0.466666667,0.736842105,14,30,19,?a
?a  <hasNoBio>  <NoALK>  ?a  <hasStage>  <IIIB>   => ?a  <hasNoBio>  <NoROS1>,0.018126888,0.75,0.75,24,32,32,?a
?a  <hasNoBio>  <NoEGFR>  ?a  <hasStage>  <IIIB>   => ?a  <hasNoBio>  <NoROS1>,0.018882175,0.595238095,0.595238095,25,42,42,?a
?a  <hasOncologicalTreatment>  <Immunotherapy>  ?a  <hasStage>  <IVB>   => ?a  <hasNoBio>  <NoROS1>,0.02265861,0.714285714,0.909090909,30,42,33,?a
?a  <hasOncologicalSurgery>  <Lobectomy>  ?a  <hasToxicity>  <Asthensia>   => ?a  <hasNoBio>  <NoROS1>,0.039274924,0.220338983,0.559139785,52,236,93,?a
?a  <hasNoBio>  <NoRET>  ?a  <hasToxicity>  <Asthensia>   => ?a  <hasNoBio>  <NoROS1>,0.03021148,1,1,40,40,40,?a
?a  <hasNoBio>  <NoALK>  ?a  <hasStage>  <IVB>   => ?a  <hasNoBio>  <NoROS1>,0.049093656,0.955882353,0.955882353,65,68,68,?a
?a  <hasNoBio>  <NoALK>  ?a  <hasNoBio>  <NoPDL1>   => ?a  <hasNoBio>  <NoROS1>,0.046827795,0.826666667,0.826666667,62,75,75,?a
?a  <hasOncologicalSurgery>  <Lymph_node_excision>  ?a  <hasToxicity>  <Asthensia>   => ?a  <hasNoBio>  <NoROS1>,0.036253776,0.26519337,0.607594937,48,181,79,?a
?a  <hasRace>  <Caucasian>  ?a  <hasStage>  <IVB>   => ?a  <hasNoBio>  <NoROS1>,0.047583082,0.557522124,0.851351351,63,113,74,?a
?a  <hasNoBio>  <NoEGFR>  ?a  <hasStage>  <IVB>   => ?a  <hasNoBio>  <NoROS1>,0.043806647,0.966666667,0.966666667,58,60,60,?a
?a  <hasBio>  <PDL1>  ?a  <hasStage>  <IVB>   => ?a  <hasNoBio>  <NoROS1>,0.031722054,0.807692308,0.976744186,42,52,43,?a
?a  <hasNoBio>  <NoBRAF>  ?a  <hasStage>  <IVB>   => ?a  <hasNoBio>  <NoROS1>,0.019637462,1,1,26,26,26,?a
?a  <hasNoBio>  <NoPDL1>  ?a  <hasOncologicalTreatment>  <Surgery>   => ?a  <hasNoBio>  <NoROS1>,0.012839879,0.772727273,0.772727273,17,22,22,?a
?a  <hasNoBio>  <NoBRAF>  ?a  <hasStage>  <IVA>   => ?a  <hasNoBio>  <NoROS1>,0.013595166,0.947368421,0.947368421,18,19,19,?a
?a  <hasNoBio>  <NoALK>  ?a  <hasNoBio>  <NoRET>   => ?a  <hasNoBio>  <NoROS1>,0.038519637,1,1,51,51,51,?a
?a  <hasNoBio>  <NoEGFR>  ?a  <hasNoBio>  <NoRET>   => ?a  <hasNoBio>  <NoROS1>,0.036253776,1,1,48,48,48,?a
?a  <hasNoBio>  <NoPDL1>  ?a  <hasRace>  <Caucasian>   => ?a  <hasNoBio>  <NoROS1>,0.044561934,0.641304348,0.641304348,59,92,92,?a
?a  <hasNoBio>  <NoRET>  ?a  <hasOncologicalTreatment>  <Surgery>   => ?a  <hasNoBio>  <NoROS1>,0.03021148,1,1,40,40,40,?a
?a  <hasNoBio>  <NoRET>  ?a  <hasOncologicalSurgery>  <Lymph_node_excision>   => ?a  <hasNoBio>  <NoROS1>,0.027190332,1,1,36,36,36,?a
?a  <hasNoBio>  <NoEGFR>  ?a  <hasNoBio>  <NoPDL1>   => ?a  <hasNoBio>  <NoROS1>,0.040785498,0.818181818,0.818181818,54,66,66,?a
?a  <hasNoBio>  <NoBRAF>  ?a  <hasNoBio>  <NoPDL1>   => ?a  <hasNoBio>  <NoROS1>,0.014350453,0.95,0.95,19,20,20,?a
?a  <hasBio>  <PDL1>  ?a  <hasNoBio>  <NoBRAF>   => ?a  <hasNoBio>  <NoROS1>,0.028700906,0.95,0.95,38,40,40,?a
?a  <hasNoBio>  <NoRET>  ?a  <hasOncologicalSurgery>  <Lobectomy>   => ?a  <hasNoBio>  <NoROS1>,0.026435045,1,1,35,35,35,?a
?a  <hasNoBio>  <NoBRAF>  ?a  <hasNoBio>  <NoEGFR>   => ?a  <hasNoBio>  <NoROS1>,0.080060423,0.946428571,0.946428571,106,112,112,?a
?a  <hasNoBio>  <NoALK>  ?a  <hasNoBio>  <NoBRAF>   => ?a  <hasNoBio>  <NoROS1>,0.082326284,0.981981982,0.981981982,109,111,111,?a
?a  <hasNoBio>  <NoBRAF>  ?a  <hasNoBio>  <NoRET>   => ?a  <hasNoBio>  <NoROS1>,0.036253776,1,1,48,48,48,?a
?a  <hasNoBio>  <NoBRAF>  ?a  <hasOncologicalTreatment>  <Radical>   => ?a  <hasNoBio>  <NoROS1>,0.01510574,0.952380952,0.952380952,20,21,21,?a
?a  <hasNoBio>  <NoRET>  ?a  <hasOncologicalTreatment>  <Radiotherapy>   => ?a  <hasNoBio>  <NoROS1>,0.020392749,1,1,27,27,27,?a
?a  <hasNoBio>  <NoEGFR>  ?a  <hasStage>  <IVA>   => ?a  <hasNoBio>  <NoROS1>,0.027190332,0.837209302,0.837209302,36,43,43,?a
?a  <hasNoBio>  <NoALK>  ?a  <hasStage>  <IVA>   => ?a  <hasNoBio>  <NoROS1>,0.03021148,0.869565217,0.869565217,40,46,46,?a
?a  <hasNoBio>  <NoEGFR>  ?a  <hasRace>  <Caucasian>   => ?a  <hasNoBio>  <NoROS1>,0.173716012,0.588235294,0.588235294,230,391,391,?a
?a  <hasNoBio>  <NoEGFR>  ?a  <hasOncologicalTreatment>  <Immunotherapy>   => ?a  <hasNoBio>  <NoROS1>,0.064199396,0.669291339,0.669291339,85,127,127,?a
?a  <hasNoBio>  <NoEGFR>  ?a  <hasOncologicalTreatment>  <Surgery>   => ?a  <hasNoBio>  <NoROS1>,0.066465257,0.611111111,0.611111111,88,144,144,?a
?a  <hasNoBio>  <NoALK>  ?a  <hasOncologicalTreatment>  <Immunotherapy>   => ?a  <hasNoBio>  <NoROS1>,0.061933535,0.694915254,0.694915254,82,118,118,?a
?a  <hasBio>  <PDL1>  ?a  <hasNoBio>  <NoEGFR>   => ?a  <hasNoBio>  <NoROS1>,0.071752266,0.904761905,0.904761905,95,105,105,?a
?a  <hasNoBio>  <NoEGFR>  ?a  <hasOncologicalSurgery>  <Lymph_node_excision>   => ?a  <hasNoBio>  <NoROS1>,0.04305136,0.647727273,0.647727273,57,88,88,?a
?a  <hasNoBio>  <NoEGFR>  ?a  <hasOncologicalSurgery>  <Pneumonectomy>   => ?a  <hasNoBio>  <NoROS1>,0.013595166,0.620689655,0.620689655,18,29,29,?a
?a  <hasNoBio>  <NoALK>  ?a  <hasOncologicalSurgery>  <Lymph_node_excision>   => ?a  <hasNoBio>  <NoROS1>,0.044561934,0.746835443,0.746835443,59,79,79,?a
?a  <hasNoBio>  <NoALK>  ?a  <hasOncologicalTreatment>  <Surgery>   => ?a  <hasNoBio>  <NoROS1>,0.070241692,0.694029851,0.694029851,93,134,134,?a
?a  <hasBio>  <EGFR>  ?a  <hasRace>  <Caucasian>   => ?a  <hasNoBio>  <NoROS1>,0.014350453,0.263888889,0.633333333,19,72,30,?a
?a  <hasBio>  <EGFR>  ?a  <hasNoBio>  <NoALK>   => ?a  <hasNoBio>  <NoROS1>,0.016616314,0.733333333,0.733333333,22,30,30,?a
?a  <hasOncologicalTreatment>  <Immunotherapy>  ?a  <hasOncologicalTreatment>  <Radical>   => ?a  <hasNoBio>  <NoROS1>,0.018882175,0.396825397,0.657894737,25,63,38,?a
?a  <hasOncologicalSurgery>  <Lobectomy>  ?a  <hasRace>  <Caucasian>   => ?a  <hasNoBio>  <NoROS1>,0.051359517,0.156682028,0.561983471,68,434,121,?a
?a  <hasBio>  <PDL1>  ?a  <hasNoBio>  <NoALK>   => ?a  <hasNoBio>  <NoROS1>,0.070996979,0.930693069,0.930693069,94,101,101,?a
?a  <hasNoBio>  <NoALK>  ?a  <hasOncologicalSurgery>  <Pneumonectomy>   => ?a  <hasNoBio>  <NoROS1>,0.013595166,0.75,0.75,18,24,24,?a
?a  <hasBio>  <PDL1>  ?a  <hasRace>  <Caucasian>   => ?a  <hasNoBio>  <NoROS1>,0.074018127,0.748091603,0.907407407,98,131,108,?a
?a  <hasOncologicalSurgery>  <Lymph_node_excision>  ?a  <hasRace>  <Caucasian>   => ?a  <hasNoBio>  <NoROS1>,0.045317221,0.196721311,0.612244898,60,305,98,?a
?a  <hasOncologicalSurgery>  <Pneumonectomy>  ?a  <hasRace>  <Caucasian>   => ?a  <hasNoBio>  <NoROS1>,0.013595166,0.260869565,0.620689655,18,69,29,?a
?a  <hasBio>  <PDL1>  ?a  <hasOncologicalTreatment>  <Radical>   => ?a  <hasNoBio>  <NoROS1>,0.018126888,0.75,0.923076923,24,32,26,?a
?a  <hasOncologicalTreatment>  <Immunotherapy>  ?a  <hasOncologicalTreatment>  <Surgery>   => ?a  <hasNoBio>  <NoROS1>,0.01510574,0.357142857,0.625,20,56,32,?a
?a  <hasOncologicalTreatment>  <Chemotherapy-Radiotherapy>  ?a  <hasOncologicalTreatment>  <Immunotherapy>   => ?a  <hasNoBio>  <NoROS1>,0.012084592,0.347826087,0.64,16,46,25,?a
?a  <hasOncologicalTreatment>  <Immunotherapy>  ?a  <hasOncologicalTreatment>  <Radiotherapy>   => ?a  <hasNoBio>  <NoROS1>,0.042296073,0.405797101,0.629213483,56,138,89,?a
?a  <hasOncologicalTreatment>  <Surgery>  ?a  <hasRace>  <Caucasian>   => ?a  <hasNoBio>  <NoROS1>,0.070996979,0.185404339,0.606451613,94,507,155,?a
?a  <hasOncologicalTreatment>  <Chemotherapy>  ?a  <hasStage>  <IVA>   => ?a  <hasNoBio>  <NoROS1>,0.027190332,0.52173913,0.734693878,36,69,49,?a
?a  <hasBio>  <PDL1>  ?a  <hasStage>  <IVA>   => ?a  <hasNoBio>  <NoROS1>,0.018882175,0.78125,0.961538462,25,32,26,?a
?a  <hasBio>  <PDL1>  ?a  <hasOncologicalTreatment>  <Radiotherapy>   => ?a  <hasNoBio>  <NoROS1>,0.04305136,0.74025974,0.904761905,57,77,63,?a
?a  <hasOncologicalSurgery>  <Lymph_node_excision>  ?a  <hasOncologicalTreatment>  <Surgery>   => ?a  <hasNoBio>  <NoROS1>,0.04305136,0.197916667,0.640449438,57,288,89,?a
?a  <hasBio>  <PDL1>  ?a  <hasOncologicalTreatment>  <Chemotherapy-Radiotherapy>   => ?a  <hasNoBio>  <NoROS1>,0.010574018,0.736842105,0.933333333,14,19,15,?a
?a  <hasStage>  ?d  ?d  <subClassOf>  <I>   => ?a  <hasNoBio>  <NoROS1>,0.011329305,0.075,0.576923077,15,200,26,?a
